CAMPAIGN_ID,NAME,VARIATION_NAME,PERCENTAGE_DISCOUNT
2c2ce6264661141156310b45c9e21a34,09/02 vday NEW 4B,Variant 1,15
1dffcddae99a8aa32f38f19ab1d9a579,DE - 16/07/20 - Text Email - At Risk,at risk,15
04eb4e61175d19f3ff6fb038f8f248aa,160320TEXT13 - FTS - A/B TEST,160320TEXT13 - FTS - £10,
54a5de2c38bc970806a8b4a9679deffb,06/02/18 - Tech Web to app driver for men - 20% off,Hassle-free joy,20
84061848300b93c655374dba589148f1,05/11/18 FTP double stems - Bonfire night sweepup,Variant 1,
71a35191a657a87585ad47e519c10919,22/08/19 LV Last chance for summer bouquets - 15% off,V1,15
8e7c7206ee3d0246f637d158d7407f73,16/03/17 - Mother's Day Edit - bundle version,Variant 1,0
8f34e9c874497368318c2ff49e11da1f,21/11/19 - Piper - £6 (6 free roses) version,with description,
b787ff88ecbc3719b81947ad56179d72,06/08/19 FTP + The Ziggy - £10 off FTS,Half hero : SUMMERLOVE,
04db05253c86d39904b6b55640f9658c,05/03/19 Push notification - Android,: SALETIME,10
0dba526983f17d608c2012149c520358,FR - 25/02/20 - gmday text email - lapsed 25%,,25
cb925e74454b6f883e7f16ec1f537280,15/12/17 - 17xmastext - 15% - G3726 (10k sweep up),xmas text,15
934ce97389ce0c72653e218711c67e5d,CRM New FTS 3rd email £10 off 2020,PR 2020,
98e5cd610c82c6698d66af1fc249efe5,15/08/19 IOS - IAM Click to reveal £6 off At risk,Variant 1,
0c86234b550781eef3fd67e7ce757f3c,09/01/18 - Occasions Driver - MSN,Variant 1,0
7649690ea4146f73cde703e5954d22da,13/12/17 SL TEST - 11xmastext - 15% - TRD65,Hampers and festive plants and more...,15
c34597de0126841a77b3dea5670c8d2b,27/03/19 Push notification - Android,: SALETIME,20
261da1f07a7aa54b84cb3788bbb8283e,Confirm refund (en) - 3.0,,40
4af874c7971754ec618a5ee387d7fd0f,DE Repeater programme - Android push abandoned basket same day (Weekday),Variant 2,0
b9bbfead57d05716ddc04dbca68fdbb4,26/03/19 - 26text3 - Men 9/10 NPS + reviewed 5* since Vday <DY2AQ>,15% off: DY2AQ,15
e91111bb1b6059beca85c7307abd7d8d,28/07/19 IOS - IAM 15% off SALE,Variant 1,15
41913188d11c8edfea03ee4d44ac58ae,20/01/20 - Push - iOS 15% off,offer displayed,15
aedcbde652f384f4b1db6c95564a55ad,05/02/19 Getting ahead - Male - Zero,Joyful shot : britishheartfoundation050219,15
de6bc6e871df4cd53015938ac6bf6b12,30/05/17 - Fleur edit - credit reminder version,Variant 1,0
42df5e2c0a63ca9506c2dd0c42c81b10,DE - 20/02/20 -15% IAM sale week,Variant 1,15
c4bbd9eb9646561cd9faa0ca565495b7,DE - 28/03/2018 - free prestat easter eggs,Variant 1,
284378762feda865c5490713dc35760d,08/08/19 The Ettie - 10% off,No name: FLOWERTIME,10
04a1d77b42d23516320d9de98d7e6bbf,Delivery shipped (en) - 6.5 (covid),,40
7f34a75c15bf1d46d00b4cd0cad9b93b,13/02/20 - Push - iOS 15% off,offer displayed,15
e7f934b8ec98e11252b86675433b65bb,31/01/19 Lapsed text email - 25% off,No Discount in SL + Short copy: DKE24,25
d50863daa25f2431c55ad898037f6163,Delivery complete (en) - 6.1,Original,10
7c824a7bdb14b584db1c90f09fe0e756,UK - 17/08/20 - Text Email - Lapsed,Lapsed,20
4e9eb3d217a621875c28ad83d563da5a,"DE - 26/12/2019 - nye, free mionetto",variante 1,100
8154e557324546e08ffdda8dbf9febe1,14/12/17 - 15xmastext - 20% - FA653,Send a little joy with us,20
7889e4bbd3c8cb379ffb06844dafcdf2,08/04/19 Push Notification - IOS - IAM test,GIF: BOUQUETS,10
a0fd81f9d27ef5180aa7edd236335d6f,"06/05/2019 - DE order in time for mday, text, seg 0","Variant 2, 20%",20
583bc5d4d25afda862a9d34fdcd150a2,27/10 - Anoushka £5 offer min spend £30,Text first,
21f5a8238d50f2ec8f5431a46d13dc30,20/10 - Esme new customers,,0
7403eab13c3b535986c27c1aa06dcf89,"28/03/19 - 28text6 - Men Bought for vday, not since",10%: SE43A,15
f641ba9b2a38739385856be50f06ae25,1202TEXT1 - LAPSED 13M - ALL - MEN ONLY - £10,A- Valentines,
1a8ca99b57728973389198e81f9974b0,0912TEXT12 - FTS - £10 OFF,CVJ74,
99ca095580c2461294a9f9ac7b63a312,UK - 30/06/20 - Text Email - Lapsed - 20%,Lapsed,20
85e79816b004e13272224fcbdfcdbb9d,17/07/19 Push notification - Android 15% off REST,: SALETIME,15
2248288dcadee48b804d84a75fbc0486,02/12/19 - Don't miss your offer POWER - text email 20%,CVJ74,20
60cac711b3e6539bc837790a231a6850,7 xmas segment (single-orderers - not rec'd 1-6),Control Group,20
4a87d56b5d55dbcfb22ae4f1a14195d3,06/10 Bloomaversary ""runners-up"" email - £8 v.s £6,£6 credit,15
98d496faa0f68816441338a5303f2695,04/11/19 - 10% off IAM,Variant 1,10
13abdf78bf6dcfdec1012ad13b1fbf0d,"14/11/2019 - DE lapsed 25% text, christmas",Variant 1,25
6f2a8eb1d0afe670b26f875087c16b01,03/07/18 - Destinations launch - 15%,Variant 1,15
663f93b156faef8dae750604626f375d,29/08/17 - Nikki Tibbles Launch,,
1e19f7918699e13849d6d6562d976381,15/11/18 Bestseller by occasion,List layout,10
d568a3ade58c875deaa0dd61f888a089,21/12/18 - abandoned browse - 15%,15% off,15
05ab95d9c02449007046b0a5e0bfdfd3,25/07/19 International friendship day - 15% off,Variant 1,15
55bb18c7a7879b993d29dc79b469243e,17/01/19 Spring has sprung - Hallie - 15% off,Minimal : FAVOURITE ,15
d2f2f792a4b2486dfe45e2ea7b9e470b,07/03/18 - 10mdaytext - 20% (FTS),,
8ea81df20b080e3302c8103ed74f5863,08/03/18 - 7mmmdaytext - 10%,OLD copy,10
e2f08676a6616f104c8f9052886c14d3,16/01/18 - FTP + Hemsley £4 off (FTS),,
b6282197a770858dd999440a523328e0,13/12/17 SL TEST - 2xmastext - 10% - 45FDS3,A festive thank you gift from us,15
777cac253b7579ca3db9a29bc0bfc40b,09/02 vday NEW 10 WINNER,Variant 1,15
ed4b5a17eef183e404ae87e04340da15,13/12/17 SL TEST - 12xmastext - 15% - YTEW53,Letterbox blooms for everyone,20
ed4b5a17eef183e404ae87e04340da15,13/12/17 SL TEST - 12xmastext - 15% - YTEW53,A festive thank you gift from us,20
68d3b2d23f72ac2b0e2a9dc6b783a546,13/07/17 - Festival Ready - no offer,Variant 1,50
bcae7e10194df78553ed228d32f68a09,21/12/18 Push Notification - Final call for xmas del - IOS - 20%,10% version,20
e846b882baa1d280a6a1adddd39e1489,26/12/19 Boxing Day Sale - IAM - 10%,Variant 1,10
7cee96e9e720da305b16549b726d64bf,15/04/19 Easter Gifts - 10% off,Variant 1,10
b288b96b4814438a7926c1da20804bf9,11/06/17 - Mention Me - £10/ £10,Variant 1,10
19f8ee076b84d17204627248300a82e9,"UK - 18/08/20 - Hannah, Maya + Felicity - A/B - £10",,20
a399ccc358386d495813a862547ef715,FR - 01/09/20 - Marcelle + Gabrielle - 15%,OLD,15
4652c665fd220f8191a0044812f13644,09/08 - Let the games begin 15% offer [never ordered],Variant 1,15
99b5ab07e7d6e669873e5afd978eb1e8,"11/11/2019 - DE sorry MW code error, 15% resent",Variant 1,15
4fc722ec1893d69c9c690e1e27a757ab,13/01/20 - Push - iOS 15% off,offer displayed,25
9e104d7e976ae83290c1cee1c978f077,"16/07/2019 - Roses, tuesday 15% off, seg 2,3",Variant 1,15
61a34c1a783f3cbe5e276e025b191268,12/02/18 - 4vdaytext SGF76 15% off bought vday 17,vday text,15
7184d8062a7a18a19c4283d9920b5909,02/03/20 - IAM - 15%,Variant 1,20
16d8a552eac0e2006b50307e1b0f595f,DE 30/09/19 - Android 20% off birthday KERZE20,Rich push,20
54a20ba3f7114eb8a608742ef5249736,15/08/19 Click to reveal - £5 off,Variant 1,
96a628eacb168f04d623837851d82a0b,03/03/20 - MDay OPT OUT - zerocode,Variant 1,0
6fd4586144c60993bd46589990a3bc20,11/06/18 - Father's day sale in-app 10% FATHERS,Control Group,
e94e4da91b223daa0d5ef904397d4bce,Repeater programme - End of bundle subs push (2 days before final delivery),Zerocode,0
7219edf0bf546d2426192cfa2f12ba7c,25/04/18 - Bristol Workshop Email,Bundle,15
3c6f9f312eb764bee83d1bd8eeb06619,24/01/19 SALE - 15% off - IOS - IAM,Variant 1,15
daf5b1004f652c104897ececa7099610,DE - 02/01/2020 - DE lapsed 25% text,Variant 1,25
1c79f08486b7f6b5a2f3f1e4b6ee824a,3rd purchase programme - Subscription driver (£10 off),Variant 1,
e5dd96f3b153fb98aba1df0cd2c70d8e,30/11 - Cyber Monday £10 - leads,Sale,
f0429c0a9c013fa72b9e4713cf8408d1,25/07/17 - Web to app 30% - Existing Template Version,Existing Template ,30
39a3b198d971f6dfbef77f99d1cf5090,01/11/18 Zaha and Nov occasions - 10% off OLD,No half hero,10
28fb1185cd8807367e7353372e6c4ba4,DE- Repeater programme - Abandoned basket 2 day follow up 15% offer,Control Group,15
1ddc57ff39a1dab139bfc69fa3c3d69f,DE - 02/01/2020 - DE at risk 20% text,Variant 1,20
144b1b6c238f61360876f6f3ec4a523b,24/03/19 More than just flowers LV - 10% off (non-mday),Variant 1,10
e2637e382da39d15779312954d79cf26,5D xmas segment (ordered last Valentine's day),Variant 1,20
4b91b9997154414fa9972f31534793ba,20/12/17 last minute xmas 15% off - Recommended Bouquet - Etta,Variant 1,15
b2667e3ec341b9b297bd4bc280ff5e92,21/02/19 - WHY WE LOVE THE EVIE - LV Zero,Variant 1,15
7562bbfbe0d6312e8a923b56c9516edc,1st purchase programme - £5 off next purchase - 2019,Click to reveal,
2a6594c3519060cdf1605d9d236d3ba6,23/11 - #thanksabunch,Normal 12 px CTA,
cee67b81d9e0108e88552f8db362f0a0,14/05/19 Push notification - Android,: SALETIME,15
d9cc6e1f5dd264fa9af5d87f6b4f893c,1st purchase programme - Treat yourself (15%),CI 2019,15
1ca1bb0265e8e2c37da153dff8cee121,Mday CRM 2020 1st purchase programme - postal address collection,Control Group,0
0387754c468611bdf55669416963c820,FR - 24/05/20 - Bonne Maman - 10%,Below,10
c820b4d43b2aad6585dcdd69ae21fa94,18/12/17 RESEND - 2xmastext - 15% - 45FDS3,xmas text,15
ebdb7de17893a76ef73d4b226fbfae52,25/03/19 - 25text5 - Women Bought for Mother's day last year <WTS64><QA3TN>,15% off 3 uses only: QA3TN,15
0b23b5dad1f54304372c8d81c4482520,24/03/19 Push Notification - IOS - BOOSTER,GIF: BOUQUETS,10
3c38828ac0e65e90cab9836d93f29249,08/08/17 - Cat Day - Black Buttons,NEW TEMPLATE,
5c3cf89f35b739a8ea76d2fe8956a54d,23/01/18 - Burns Night - Free Whisky,Variant 1,
2f24c94317a0a708f418b4e9ea7bacbe,25/05/19 IOS - IAM,Variant 1,
4a1278463f933cd25588bc0f84b26f97,10/01/19 Feel good flowers - HV - 10% off,Variant 1,10
5f41644d3f03419b394a9b18b423a124,26/07 - £5 off Genevieve,£5 off Genevieve - OLD Version,0
bebf501b3d3477a05a49faeab52a4418,"A2 - iOS NL signup - existing user, not purchased since download (app education + code)",Variant 1,10
8c3f483e9d87db8494e71d5befc592c2,060520TEXT2 - LAPSED 13M - ALL,25%,25
65606d5f0ddd7beec1406f28f1204eaa,28/10 - Zara NEW £10 offer expiring,Text first,
403842791d75c0c285a2696c12da811b,13/02/20 - Women - At risk (resend of click to reveal),A - £10 off SL,25
f3fdd69db5b8a1775d4f9b91eb67f953,7/12 - FINAL The Thoughtful Gift Edit (6 modals),Prices,
4c400778369d34588d3fec7d13108c66,FR 29/05/20 Apology/Assurance Pre Mday,Covid,10
a23b8896b16659bf03b999c2a8dfcb06,29/06/18 - £5 may cohort booster,midnight messaging,
891d87822e41a4450e1df78d8581b6ef,"DE - 31/01/2020 - DE lapsed 25% text, women",Variant 1,25
028b673aee990ff332aa87bd9c65f156,15/04/19 Easter Gifts - choc addon,Variant 1,
41c79958f61472a2a1d4ee0172fafa8f,Repeater programme - Abandoned basket same day 3 hours triggered - November 19,New,15
cbd87ae921f1254712d6e05c54df309a,29/04 - Subscriber push - £10 off - 3 orders,Variant 1,
ed29cd37e3acca064c7259fcb18e55d2,Image upload promotion - test IAM,Variant 1,15
ec35d05c0a9cdc90e38b3cf931ebd0e0,12/02/19 - mvday8 - Bundle propensity (Exclude recent bundles) 15% (Winner),tag bundle: 32HGF,15
5a7fa597d2d823cbe81830fdd5a0b3f4,FR - 13/02/20 - TEXT3 Rest Repeaters RESEND - text email <LW4T>,,20
156235c9b1a5eee2db6fad0d7e0d9e9e,HV - Bundle edit (no offer),CI 2019,0
34703bbc9454ff740d76e9e9bfd2de95,20/09/18 Issy and Lulu - 10% off and 0 test,Zero code,0
f03a502501d349f85946a34282d49211,11/01/18 - Blue Monday - 10% off - FTS (MSN),Variant 1,10
33337e2bc008a6d81b6f63d2be11283b,FR - 21/04/20 - Coral Charms - 10%,with discount,10
d96246f58f1ba1bef9bb59c57206e585,29/05/20 - at risk - text email - 6M,at risk,15
0086b37388bb6ec25d1134e8a00f9e6c,20/08/19 FTP- 10% off,Stem focus: BESTBUNCH10,10
33686860bb9b7ccb2958dc9c05a28e39,13/02/19 - mvday12 - 1ps (Resend),: RTW2A,20
9c9d1471d1b441fc34bab30742e900dd,15/05/18 - Mother Of Pearl Launch - LV zero version,Variant 1,0
9a6cf7c2dac29204f427bbcb94b3da02,UK - 09/07/20 - FTP Limoncello + Suki (no blog) - 0%,NL no blog,0
de07b6ec3787a77663d3f58420316b3a,11/04/18 - Birthdays Email - Aspen (SL TEST ONLY),A birthday to remember,0
d6ab3185d2cf6e8c7d8ba07e1a1f16d0,FR- 29/09/19 Payday email -15% off,Text,15
bb97cad815bce5eb60d6f1d06c3a56ec,11/06/19 Push Notification - IOS Click to reveal,GIF: BOUQUETS,
87285b295b78d7b5ec0dd4df2d90236d,15/03/18 - Post Mday orderers,Variant 1,0
ca29f779347c0f30f0fcbbdef7a4c358,25/04/19 PEONY LAUNCH - 10% off,3 points: ,10
9cc44a0893a70238cbf5e53cbe8c7076,08/11 Own Delivery Despatch,Variant 1,
fc485ef69c45148fde8bb81a52438261,UK - 28/07/20 - Intl. friendship day  - zerocode,NO mentionme,0
9afc3fcf7731a57721680129de8df30b,08/03/20 - addons email - Mday in  OPT OUT - A/B test,Choc,
3645aba3a56e513def4d8c8e6e0ca5e6,FR- 15/02/18 Marcelle email WOMEN,Variant 1,20
22e7412779584f7467a5a3dd54217f23,24/05/18 - FR mother's day email -  UK second group,25% off,15
b6d0fcebac184c4471ced9c9dc034890,05/03/18 - 5wmdaytext AFH73 15% off Bundle propensity,Bundle,15
4c3f6ede103ed73cc9125e4aadfff81b,25/09/18 The Clemmie- Rose addon,Say it with roses,
b86b21292516f6dd7142d4678d08a5b8,30/08/18 Sept occasions driver - The Daisy,Variant 1,0
1e06a69b2e97951d897f26fb6115568a,Repeater programme - Rich abandoned basket email,Rich email,15
dcb2dce7510b7a4a8768a13fd5df10a0,02/03/18 - 1wmdaytext SFP21 25% off vs 20%,20% version,20
205ddd1250131d1cffae3eba69a1680f,09/07/19 Harper XL,Code on asset: SUPERSIZE,
54419a187bb240c9b88d87156a8c7866,29/07/19 The Katy zero,Variant 1,0
798e07ad3d9e7744a91ffe8417169af8,19/09/18 - iOS push 10% Rosalind,10% version,
527d4b9b047a65b8fb25d5bb74495c04,15/04/19 Easter Gifts - 15% off,Variant 1,15
6f99a1be0a8b05a35ec629a9cec9bd86,12/08/19 At Risk text email - 20% off,CVJ74,20
1789676a7ed4867e19ac8f264e780e49,"14/07/2019 - Roses, 15% off, seg 2,3",Variant 1,15
2f9e44f876874ff3628ad8576f164b5a,DE - 13/09/20 - Refresh the home - 0%,0%,0
5452d59b9f69405a629d6f2370c8156b,12/05/20 - Pink Peony Launch - zerocode - A/B Test - send 2,colourful,0
0d6e908e57b448feb968407d5d22c2a5,12/06/19 IOS - IAM 10% off SALE,Variant 1,15
31a6ce3a163b82542923a7fc54c2aef7,09/02/19 Push Notification - IOS - 10% off SALE RESEND,: SALETIME,10
5454cc018001384ca9104b87399e4742,29/03 - The Megan launch + fashion carnations,Variant 1,
53d53bfd03aad15d968c60a1b0a241be,01/02/018 - Rosie Launch + Dolly Intro - 10% off,No price point,10
5b02f1ce8b9a7b62de09daae1d9ca3ed,30/05/18 - iOS push 10% taketen normal,Discount,15
c5ddcbc9b051458827f839be559d0cd6,28/11/2017 - Cyber Tuesday TEXT email,Lucy,20
88355847aecef74252ad2d363eee45e4,6 xmas segment (repeaters - not rec'd 1-5),B) ADD ON PUSH,15
be8a3ecb4bec705d10c7758ac40fe3c7,14/05/18 - Mother Of Pearl Launch - HV version,NEW: Peonies 🌸,0
ca91026e04c3508a9be95b2a431256be,30/01/20 - Alissa - A: COLOUR - zerocode,A - Colour Background,0
9791b7075f2b56406f378ee2265ee1ea,FR - 20/05/20 - IAM - 15%,15%,15
893735a11604a19af45359c5e771f654,DE 25/06/2019 - free cowshed handcream,short ,
cd3a64578937f459a4c271b3b0f4c47a,FR - 25/08/20 - Savour the last of summer - 10%,10%,10
514b0bda3d7402fecb4df7fd74c75bb0,12/12/19 - push - Android 10% off,: SALETIME,25
dc10a2e6c0d4e7ee69219a99305919ee,03/09/19 Push Notification - IOS 10% off,GIF: BOUQUETS,10
30fac47b4b04df62da4c9519f0825cde,Repeater programme - Abandoned basket same day 6:45pm TEST,Variant 1,15
e7d0f85aa6d13cc42cf3afa4d380bd2a,27/10 Halloween newsletter,JPG,
f97ff49c26eee50477d1bdef9b50c810,DE - 14/06/20 - Last Chance Mira - zerocode,0%,0
07ca938aec6633602385ce925ba52830,11/12/18 Christmas Collection Launch - 10% off,Variant 1,10
310b034d937c94bb5caa135d0b52cc7f,30/09/18 - At Risk 20% Text email- Resend,20% off,20
798d5eeca5362497ab49095818912e75,09/10/18 World post day - The Rosalind- HV - 15% off,no half hero,15
671893abd397e583245a1570a513ea9d,17/09/19 Jodie + Isabelle - 15% off,,15
a758c0ff6da714186c5c59a3445dcc3f,14/05/19 Peony Season - Pink/White - 15% off,,15
12b1a9ce651825bbf4dc67aa8d7ddf68,25/07/17 - Web to app 25% - Existing Template Version,EXISTING TEMPLATE,25
1132c36f5f3b38f7166fa97805d028c0,1st purchase programme - education email 2019 triggered timing,new template + copy,10
b46199150c51c0cecb4638d55d95d944,12/02/18 - 2vdaytext WFGY5 15% off saved occasion,xmas text,15
789b4e5c0fd355579c6c1d7eead44385,29/01/19 The Maisie XL - Double tulips,With quote: SHINE,
8d53227b49a2398ef3f50eacde37efa5,"Occasion reminder - INFERRED, -3 days - Landing Page Test",,15
107d91b14898d4654fc93e8828ea3a5f,1st purchase programme - education email 2019 original timing,New template,15
107d91b14898d4654fc93e8828ea3a5f,1st purchase programme - education email 2019 original timing,Original,0
e9a267bcdaa27f4a72de07f81a055045,28/07/19 Push notification - Android 15% off SALE,: SALETIME,
6c436ca58ade52baca5cf5b4b5ff42a5,"DE - 22/09/2019 - autumn collections 15% off, seg 2,3",cTA 1,15
f9532b3747671ab9c77dc612617e8e41,31/05/19 Push Notification - IOS 15% off,GIF: BOUQUETS,15
a0e2ac13c88886ba37939dd3551c8991,4A xmas segment (reviewers),Variant 1,20
8519b60d60f5be28e1db4478b1a44ae3,21/03/19 Mday collection - 10%,Wow her this Mother's Day,10
56e8c3936fcb7e049cb9b20c15eef736,22/04 - Launch the Zara,W. price,
66b7f4fd1a5c17e4cfbf54897b0423f0,17/07/19 IOS - IAM 15% off REST,Variant 1,15
6f0d4a3edc0e635d3765ea868ab8d1bf,28/03/18 - TEXT - Last Chance Free Easter Delivery,,
72fd426c57e665599502eeeaf25d0f80,20/12 - Gifting Zenday (no offer),No offer,20
9124d0252cd548f0d22b2fa15dca428e,23/09/19 Push Notification - IOS click to reveal 15%,GIF: BOUQUETS,15
841c99de9b576e1baea8a6b14eacc14e,Delivery shipped (en) - 6.2,Original,10
45b60620817e30b902bac2b1e95ef315,Activation - Android abandoned basket push,Variant 1,15
2ca309e7cc6ff5df1c4db9f2fd3f4b62,FR - 24/02/20 - IAM,Variant 1,15
fd6db57d3d6f82fdc2b6e96982162678,03/05/18 - Ella Occasions Email - FTS 20% off,Variant 1,20
43b3d672033064ff87e7f0c49eae7f7f,11/10/18 Liberty- non liberty buyers,Group hero,15
fca2ba0e368a850a0c9e59ee46d14543,22/10/19 - Kaya - 15%,Coloured background,15
fcfd7ae0c226d984352cb948e57d11d3,DE - 18/08/20 - Evie + Arielle - Low Value - 10%,With banner,10
2fcb1b4f63397b6bd5ad30840aa32392,28/06 - Harper launch,NEW template,0
2fcb1b4f63397b6bd5ad30840aa32392,28/06 - Harper launch,OLD template,0
eeb364021d023468ad506c23bfec7afd,12/02/19 - mvday14 - FTS - £10 off,3XWY2,
0ce7352812e22d9f2c6df96899f0beba,07/11/18 - iOS push 10% off,10% version,15
76c325b8a2b050a90b6b8a0fcb97f5c0,12/05/20 - Pink Peony Launch - zerocode - A/B Test,white,0
561fed4272f7a5a055259e85fea4da65,18/06/17 - Web to app text email,20% version,20
74963228ce04f66783599102d5c9b50e,FR- 15/11/19 Marie-Claire event - Paris only,With Prices,10
5c5b6872e776b10220771b5bcbc82b88,Repeater programme 20th order,Variant 1,15
15d573ca0f67c665cc27651b44b26704,01/02/18 - Free gin for men,Variant 1,
39ea4655c6f6400918458b14c8d7b57c,2nd Activation email (OLD),20% off,
fff467c719dedfc42995ab70dd7dc211,FR - 29/04/20 - IAM - 10%,Variant 1,25
e10a551fad80e55868a58e3f8b7e6d01,FR - 08/09/20 - Kanako - 10%,10%,10
5d9d03819fb740921fde1321e89d57d8,31/07/19 Silent Push Notification - IOS - SALE 15% off,Variant 1,15
ceceba94f3d87dd17117bee95549233b,07/07 - The Gisele launch,OLD template,0
ceceba94f3d87dd17117bee95549233b,07/07 - The Gisele launch,,
b9abbdcc63a904304c4292010863ca52,DE Covid Nurturing 17/06/20,Covid,0
541a9cf64ac9737203d0cd6b824985a6,FR - 17/03/20 - Ariane/Elea/Selena - zerocode,with discount,
7b9ec2e1cf3aace85b0649c1c44f87d8,31/10/19 - FTS text email £10,CVJ74,
7002e9c2c03b73d7c47b1f95e579ee8f,25/07/17 - Margot - Existing App customers - Existing Template Version,Variant 1,0
deeb046f5b3c85d94d381bf1b71a306a,22/03/19 - 22text1 - Women 25m lapsed,20% off: YRH5T,20
1eb98478c3eb45cbffbb837962c2d493,24/01/17 - Felicity launch £10 NEW,Variant 1,
995d72300d8afd61c1fc6b2253483202,29/05/20 - lapsed - text email,,20
7032463fba8ccb073256d6b77bedb778,21/01/19 Push Notification - IOS - Blue Monday - 15% off,Close up - BLUEMON ,15
b71639283bf7037885e4efe2a36087bf,Bouquet choice experiment - both subscription types - 7 June,Version 1,15
6fa437cb2a560572b2eede5b321ff8cf,09/02/18 - PUSH - vday earlybird men - Android,Variant 1,0
6aee2665eb85a30d8f03c6c50618803c,31/07/17 - August Birthday Nudge - app people,,
d7b371d730f5640820b5d9977aa5bf17,05/03/18 - 1wmdaytext SFP21 20% off lapsed,20% version,20
b32faa58ea60433cb295c3ddd66457a1,13/11/18 The Erin - 10% off,Additional blocks,10
b4adfa001b9b967f8ef5932fa500895d,DE - Refreshed welcome for covid customers,New template,20
9db97a91101846232b51582364bd99e9,14/11/17 - LV - FTP + Nikki Tibbles Launch £10 off FTS,Variant 1,
c8678154e9ea35b077f4dedd728e3da5,25/05/17 - Anoushka,Variant 1,0
549fc5aa07809b6911c6efcaec6e57a8,17/12 WINNER 7 xmas segment (single-orderers - not rec'd 1-6),A) BUNDLES,20
1e6e24c972c86c89cfd355786328b517,24/04/18 - Peony Launch - 15%,Variant 1,15
7b5b33bf20ea6e5053e483abc10ceba4,25/03/19 - 25text6 - Women bundle propensity <RST2A>,10% off: RST2A,15
571611769601b94b33533234a4daebc6,18/10/18 Liberty - Choc addon,Short copy,
2b352f563518ac74310df223ff3a2c8b,060520TEXT3 - AT RISK - 20%,20%,20
5c5f65bc8a1397f47f597371d2622a99,07/10 Friend referral weekly newsletter,£7 credit,
80aeb1fca29da8646b76472751cb1494,07/05/19 Last chance coral peonies - £10 off,Variant 1,
4a093947ce6dd761f06c6179c1feff77,23/03 - Bunnymail,Unsubscribe tracking,
959dd7f997e0cc9be82a0e896b10259a,"05/12/19 HV Xmas collection: Glittering garden, magic tree, robin HT - 15%",A - no description,15
4cfa83ee9b13dcde451976b871e45aef,06/09 - Posy party refresh (england to ireland),Variant 1,0
fb2f58fcf203fb1ba6ec489575ac39de,17/02/20 - IAM - 15%,Variant 1,15
ce48941fceaa86cd3ee02d52af8c7c52,19/10 - Sienna (Autumn bouquet),Introducing the Sienna,10
74461c95bc2485be555d71b004ca226d,190320TEXT7 - Bought for Mother's day last year,Variant 1,15
8d5ec6720088465b9dc661a778aea55d,UK - 14/07/20 - Summer Campaign Launch (editorial) - 0%,Editorial,0
d74777c39afa4fe9453e5aa1c391a405,28/09/18 - At Risk 20% Text email,20% off,20
3cab72cf524f636aaa8d9f8ddf9d30f7,12/02/18 - iOS push 15% off last chance Valentine,10% version,15
82b78f0a4feb296ca58b39b6b0325847,12/11/19 FTP33 - 20% version,V1,20
8a4bad396dda47a65f35f4e18a78884c,24/03/17 - Last mday orders - REST,,
60925f7370f53f441eeb13808e7d2d25,"DE - 04/12/2019 - Nikolaus, 1,2,3, 20% off",variante 1,20
05b7a3d877c94edf33e645a17fda39a5,"28/06/2019 - DE at risk 20% text, seg 1 09:00 am",Variant 1,20
e495db7ff1d37fd6d473a09f69079eb7,13/02/19 Last chance - Push notification IOS,: SALETIME,15
319a85120f36bffa0cd669622f334d2d,16/11/17 - Friendsgiving - DM 15%,Variant 1,15
190f39ac3da7fc4a5b68067e08609b1a,07/11/19 Harper - 10% version,V1,10
3a30907dd368c7341da1d53562420053,09/04/19 - SPRING REFRESH LV - Zero,Variant 1,0
f651b19312f262a5d899eaf7712958c6,12/03/20 - Bundles 15%,Variant 1,15
604015d0e0cdda237006c34b670fb63c,DE - 09/06/20 - Escada + Jennifer - zerocode,Generic Service Bar,0
b26ac30114c2ce3388b4bc04e9fd34e4,DE - 25/02/20 - Harper Pastell colours - zerocode,variante 1,15
753c136125cb41d23561f57875e04727,28/02/17 - Perfect pairing,Variant 1,0
669d4b2a0227bfdcfd46b43ea8a0a3a0,3B xmas segment (add-ons),Aron 20%,15
abefc136eae03daf9586acc370e2a0ae,29/08/19 The Jodie - zero,v1,0
ee24a725a6aaebaa8461b8919128a4fc,05/09/17 - Our 4th Birthday - Autumn Mornings - Zero Code,Variant 1,0
bfd9d1977e69d800a2add3879a66792e,26/11/19 - Mentionme - BF Offer,A,12
67bf0550857f57a3e7973f0f1096145a,04/07/17 - Rowan Hand-tied launch (Jessie lead version),Variant 1,
67bf0550857f57a3e7973f0f1096145a,04/07/17 - Rowan Hand-tied launch (Jessie lead version),Variant 2 - Shop Now CTA's,
f8a517331fbbf4a3d50fce14c500590d,30/12/19 NYE celebration: The Piper  - IAM - 10%,Variant 1,10
b226e488e7c04d6a3f9ca38114ff7ca6,"UK - 08/09/20 - Kaya, Marie, Jamila -  less than 3 occasions (with incentive)",NO banner,0
ece6ca4f84eee24aeab71614a44c6b3c,17/06/18 - Engagement email - workshops,Variant 1,0
21f60d3c1bd2efdb9c68143b17e213ea,FR- 11/05/18 - MOP launch,Emoji,0
38f736eb925335405dba779dc5eb6eb9,04/12/17 - The Christmas Collection - FTS 20%,Variant 1,20
e868920e1c499f2219b4b860e74e78e8,DE - 13/01/20 - Scented Stems - 15%,variante 1,15
