,campaign_type_1,opened_1,camp_volume_1,users_received_8,campaign_type_8,disc1_pre_3days,disc1_pre_6day,disc1_pre_14dat,disc2_pre_4days,disc2_pre_14day,disc3_pre_1day,disc5_pre_13day,products_pre_7day,products_pre_14day,new_users_pre_3days,volume_pre_3days,volume_pre_7day,volume_pre_14day,full_revenue_pre_7day,year,month,users
312,12.0,48.0,154.0,26.0,10.0,8.0,0.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,6.0,14.0,3.0,6.0,10700.0,2016,11,2.0
313,3.0,51.0,234.0,2.0,2.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,5.0,12.0,2.0,3.0,5300.0,2016,11,1.0
314,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,10.0,2.0,2.0,8000.0,2016,11,1.0
315,5.0,5.0,14.0,14.0,7.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,4.0,2.0,12200.0,2016,11,5.0
316,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,4.0,0.0,2.0,0.0,5.0,3.0,3.0,12.0,5.0,3.0,15100.0,2016,11,3.0
317,3.0,101.0,398.0,404.0,5.0,8.0,3.0,3.0,6.0,0.0,2.0,0.0,3.0,3.0,7.0,18.0,3.0,3.0,8800.0,2016,11,0.0
318,6.0,4.0,8.0,12.0,5.0,7.0,1.0,2.0,6.0,0.0,2.0,0.0,6.0,4.0,9.0,19.0,6.0,4.0,16900.0,2016,11,4.0
319,9.0,8.0,27.0,154.0,12.0,5.0,0.0,2.0,7.0,0.0,1.0,0.0,3.0,3.0,6.0,14.0,3.0,3.0,11200.0,2016,11,9.0
320,8.0,111.0,463.0,234.0,3.0,3.0,1.0,0.0,15.0,2.0,3.0,0.0,1.0,2.0,6.0,21.0,1.0,2.0,4300.0,2016,11,3.0
321,4.0,1.0,4.0,3.0,2.0,3.0,5.0,0.0,15.0,1.0,0.0,0.0,1.0,2.0,4.0,22.0,1.0,2.0,3700.0,2016,11,4.0
322,10.0,6.0,24.0,14.0,5.0,0.0,2.0,3.0,22.0,0.0,1.0,0.0,9.0,4.0,6.0,25.0,10.0,4.0,34700.0,2016,11,7.0
323,11.0,94.0,413.0,2.0,1.0,0.0,0.0,4.0,30.0,0.0,1.0,0.0,7.0,5.0,5.0,21.0,7.0,5.0,21800.0,2016,11,1.0
324,6.0,62.0,347.0,397.0,3.0,0.0,3.0,1.0,24.0,2.0,0.0,0.0,2.0,3.0,8.0,23.0,2.0,3.0,5000.0,2016,11,1.0
325,5.0,4.0,8.0,8.0,6.0,1.0,0.0,3.0,22.0,0.0,0.0,0.0,3.0,6.0,7.0,17.0,5.0,6.0,11400.0,2016,12,2.0
326,10.0,6.0,16.0,27.0,9.0,2.0,0.0,1.0,16.0,1.0,1.0,0.0,7.0,3.0,5.0,10.0,14.0,3.0,44000.0,2016,12,2.0
327,4.0,84.0,418.0,455.0,8.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,3.0,1.0,18800.0,2016,12,0.0
328,4.0,2.0,4.0,4.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,6.0,8.0,1.0,37700.0,2016,12,1.0
329,3.0,0.0,6.0,24.0,10.0,4.0,0.0,5.0,2.0,3.0,0.0,0.0,9.0,9.0,2.0,5.0,10.0,10.0,32700.0,2016,12,1.0
330,3.0,2.0,3.0,396.0,11.0,4.0,1.0,2.0,1.0,3.0,2.0,0.0,4.0,7.0,5.0,7.0,5.0,7.0,13000.0,2016,12,3.0
331,3.0,101.0,442.0,343.0,6.0,6.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,7.0,13.0,2.0,2.0,7300.0,2016,12,1.0
332,6.0,9.0,20.0,8.0,5.0,6.0,2.0,3.0,4.0,1.0,1.0,0.0,3.0,3.0,8.0,14.0,3.0,5.0,11200.0,2016,12,1.0
333,6.0,82.0,390.0,16.0,10.0,4.0,0.0,0.0,5.0,11.0,0.0,0.0,2.0,7.0,5.0,11.0,2.0,14.0,6400.0,2016,12,1.0
334,3.0,3.0,3.0,418.0,4.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,1.0,3.0,3.0,6.0,1.0,3.0,5000.0,2016,12,1.0
335,0.0,0.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,7.0,0.0,0.0,2.0,5.0,2.0,6.0,2.0,8.0,5300.0,2016,12,2.0
336,7.0,100.0,449.0,6.0,3.0,6.0,2.0,0.0,2.0,9.0,0.0,0.0,2.0,9.0,2.0,7.0,4.0,10.0,12000.0,2016,12,5.0
337,2.0,2.0,2.0,3.0,3.0,7.0,2.0,0.0,3.0,5.0,3.0,0.0,6.0,4.0,3.0,13.0,7.0,5.0,26900.0,2016,12,5.0
338,6.0,102.0,453.0,442.0,3.0,6.0,0.0,1.0,7.0,1.0,3.0,0.0,3.0,2.0,5.0,18.0,3.0,2.0,9900.0,2016,12,4.0
339,5.0,3.0,11.0,20.0,6.0,5.0,2.0,1.0,9.0,1.0,2.0,0.0,1.0,3.0,6.0,22.0,1.0,3.0,2000.0,2016,12,8.0
340,16.0,193.0,446.0,390.0,6.0,4.0,2.0,2.0,16.0,0.0,4.0,0.0,2.0,2.0,7.0,27.0,2.0,2.0,6200.0,2016,12,2.0
341,2.0,1.0,2.0,3.0,3.0,4.0,2.0,0.0,18.0,1.0,3.0,0.0,2.0,1.0,10.0,27.0,3.0,1.0,6600.0,2016,12,2.0
342,1.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,16.0,0.0,0.0,0.0,2.0,2.0,9.0,23.0,2.0,2.0,6300.0,2016,12,2.0
343,8.0,83.0,309.0,449.0,7.0,2.0,1.0,2.0,15.0,0.0,2.0,0.0,8.0,2.0,8.0,16.0,8.0,4.0,23200.0,2016,12,3.0
344,4.0,118.0,486.0,2.0,2.0,1.0,1.0,2.0,12.0,4.0,3.0,0.0,7.0,6.0,5.0,15.0,8.0,7.0,32100.0,2016,12,4.0
345,16.0,102.0,549.0,453.0,6.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,6.0,3.0,6.0,18.0,6.0,3.0,18700.0,2016,12,8.0
346,7.0,121.0,500.0,11.0,5.0,2.0,1.0,0.0,18.0,1.0,1.0,0.0,9.0,1.0,6.0,23.0,13.0,1.0,40400.0,2016,12,3.0
347,10.0,60.0,406.0,446.0,16.0,5.0,0.0,2.0,22.0,0.0,0.0,0.0,5.0,2.0,5.0,25.0,8.0,2.0,27000.0,2016,12,1.0
348,0.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,19.0,1.0,0.0,0.0,1.0,2.0,4.0,21.0,2.0,3.0,6000.0,2016,12,1.0
349,0.0,0.0,0.0,309.0,8.0,4.0,0.0,2.0,16.0,0.0,0.0,0.0,5.0,2.0,2.0,11.0,6.0,2.0,21400.0,2016,12,2.0
350,3.0,81.0,334.0,486.0,4.0,2.0,1.0,3.0,8.0,2.0,1.0,0.0,6.0,8.0,1.0,5.0,7.0,8.0,21500.0,2016,12,1.0
351,1.0,0.0,1.0,365.0,16.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,5.0,7.0,1.0,5.0,5.0,8.0,24400.0,2016,12,1.0
352,4.0,97.0,385.0,500.0,7.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,6.0,6.0,2.0,6.0,11.0,6.0,34600.0,2016,12,1.0
353,4.0,5.0,9.0,377.0,10.0,3.0,0.0,2.0,3.0,7.0,2.0,0.0,5.0,9.0,3.0,7.0,9.0,13.0,31700.0,2016,12,0.0
354,2.0,1.0,2.0,11.0,3.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,5.0,5.0,8.0,1.0,8.0,3500.0,2016,12,1.0
355,2.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,7.0,1.0,2.0,3500.0,2017,1,3.0
356,1.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,5.0,4.0,8.0,3.0,6.0,8600.0,2017,1,2.0
357,1.0,0.0,1.0,334.0,3.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,6.0,3.0,9.0,1.0,7.0,2000.0,2017,1,1.0
358,4.0,5.0,8.0,1.0,1.0,5.0,2.0,1.0,4.0,3.0,1.0,0.0,2.0,5.0,4.0,11.0,2.0,5.0,7100.0,2017,1,2.0
359,5.0,6.0,18.0,385.0,4.0,3.0,2.0,1.0,5.0,9.0,0.0,0.0,4.0,6.0,2.0,8.0,4.0,11.0,12300.0,2017,1,1.0
360,4.0,106.0,373.0,9.0,4.0,4.0,1.0,3.0,7.0,6.0,0.0,0.0,2.0,5.0,6.0,11.0,2.0,9.0,21600.0,2017,1,5.0
361,2.0,1.0,2.0,2.0,2.0,7.0,3.0,0.0,10.0,1.0,4.0,0.0,1.0,1.0,7.0,19.0,1.0,1.0,2000.0,2017,1,2.0
362,3.0,2.0,5.0,2.0,2.0,7.0,2.0,1.0,9.0,0.0,0.0,0.0,5.0,1.0,7.0,19.0,5.0,1.0,13900.0,2017,1,1.0
363,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,8.0,1.0,0.0,0.0,2.0,3.0,2.0,14.0,3.0,3.0,13000.0,2017,1,0.0
364,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,3.0,1.0,7200.0,2017,1,4.0
365,1.0,101.0,386.0,8.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,2.0,2.0,4300.0,2017,1,2.0
366,4.0,7.0,10.0,18.0,5.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,6.0,4.0,3.0,9.0,6.0,4.0,19300.0,2017,1,1.0
367,3.0,35.0,268.0,373.0,4.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,5.0,2.0,2.0,9.0,11.0,2.0,26900.0,2017,1,3.0
368,4.0,11.0,71.0,2.0,2.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,2.0,1.0,9000.0,2017,1,2.0
369,2.0,0.0,2.0,5.0,3.0,3.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,5.0,1.0,7.0,1.0,5.0,2000.0,2017,1,0.0
370,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,7.0,2.0,3.0,5700.0,2017,1,2.0
371,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,6.0,4.0,3.0,9000.0,2017,1,4.0
372,7.0,93.0,400.0,386.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,8.0,3.0,2.0,7000.0,2017,1,0.0
373,5.0,13.0,19.0,10.0,4.0,5.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,6.0,4.0,10.0,2.0,6.0,5700.0,2017,1,2.0
374,9.0,73.0,318.0,268.0,3.0,6.0,2.0,3.0,8.0,4.0,2.0,0.0,2.0,5.0,7.0,17.0,3.0,11.0,6600.0,2017,1,3.0
375,4.0,3.0,6.0,71.0,4.0,6.0,0.0,1.0,8.0,1.0,0.0,0.0,2.0,2.0,8.0,17.0,2.0,2.0,5100.0,2017,1,1.0
376,4.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,1.0,4.0,14.0,2.0,1.0,6000.0,2017,1,2.0
377,2.0,4.0,6.0,3.0,2.0,5.0,3.0,1.0,8.0,1.0,0.0,0.0,2.0,2.0,2.0,8.0,2.0,2.0,5100.0,2017,1,1.0
378,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,0.0,4.0,2.0,5.0,9.0,4.0,4.0,12300.0,2017,1,4.0
379,7.0,82.0,396.0,398.0,7.0,4.0,2.0,1.0,7.0,2.0,2.0,0.0,4.0,2.0,8.0,15.0,4.0,3.0,11800.0,2017,1,1.0
380,6.0,2.0,11.0,18.0,5.0,2.0,3.0,0.0,8.0,2.0,0.0,0.0,7.0,2.0,8.0,14.0,9.0,2.0,27400.0,2017,1,7.0
381,5.0,6.0,12.0,318.0,9.0,6.0,0.0,1.0,10.0,2.0,1.0,0.0,3.0,2.0,5.0,17.0,4.0,3.0,13000.0,2017,1,2.0
382,3.0,1.0,5.0,6.0,4.0,7.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,14.0,1.0,2.0,2000.0,2017,1,2.0
383,2.0,2.0,4.0,5.0,4.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,4.0,16.0,3.0,2.0,11000.0,2017,1,1.0
384,7.0,41.0,256.0,6.0,2.0,5.0,2.0,1.0,8.0,1.0,2.0,0.0,5.0,2.0,6.0,12.0,5.0,2.0,15900.0,2017,1,2.0
385,2.0,3.0,3.0,1.0,1.0,4.0,0.0,3.0,8.0,1.0,2.0,0.0,7.0,4.0,9.0,15.0,7.0,4.0,21300.0,2017,1,4.0
386,3.0,109.0,408.0,396.0,7.0,5.0,4.0,1.0,7.0,1.0,4.0,0.0,2.0,4.0,8.0,17.0,2.0,4.0,6200.0,2017,2,5.0
387,8.0,3.0,14.0,11.0,6.0,7.0,3.0,2.0,9.0,5.0,2.0,0.0,5.0,7.0,10.0,23.0,8.0,9.0,21400.0,2017,2,3.0
388,5.0,24.0,93.0,12.0,5.0,6.0,1.0,3.0,9.0,1.0,3.0,0.0,3.0,3.0,7.0,21.0,4.0,4.0,11100.0,2017,2,7.0
389,3.0,4.0,8.0,5.0,3.0,7.0,1.0,0.0,9.0,1.0,2.0,0.0,3.0,1.0,7.0,23.0,4.0,1.0,11400.0,2017,2,1.0
390,4.0,3.0,6.0,4.0,2.0,5.0,2.0,2.0,9.0,1.0,0.0,0.0,4.0,2.0,2.0,14.0,4.0,3.0,10800.0,2017,2,4.0
391,4.0,9.0,12.0,256.0,7.0,8.0,2.0,0.0,5.0,2.0,0.0,0.0,6.0,5.0,2.0,14.0,7.0,5.0,21500.0,2017,2,1.0
392,0.0,0.0,0.0,3.0,2.0,6.0,3.0,2.0,4.0,3.0,0.0,0.0,3.0,7.0,1.0,7.0,6.0,7.0,16000.0,2017,2,3.0
393,6.0,149.0,515.0,408.0,3.0,6.0,1.0,0.0,4.0,2.0,3.0,0.0,9.0,2.0,5.0,13.0,10.0,2.0,29700.0,2017,2,4.0
394,7.0,7.0,14.0,14.0,8.0,7.0,3.0,4.0,5.0,3.0,0.0,0.0,4.0,5.0,6.0,14.0,5.0,8.0,15100.0,2017,2,6.0
395,11.0,55.0,115.0,93.0,5.0,7.0,1.0,3.0,10.0,1.0,1.0,0.0,6.0,3.0,8.0,21.0,8.0,4.0,22900.0,2017,2,4.0
396,7.0,7.0,13.0,8.0,3.0,8.0,4.0,1.0,18.0,3.0,1.0,0.0,1.0,3.0,10.0,25.0,1.0,4.0,2800.0,2017,2,3.0
397,5.0,3.0,6.0,6.0,4.0,5.0,1.0,1.0,20.0,1.0,1.0,0.0,4.0,4.0,13.0,27.0,5.0,4.0,15200.0,2017,2,2.0
398,8.0,119.0,498.0,12.0,4.0,8.0,1.0,2.0,23.0,3.0,6.0,0.0,1.0,6.0,21.0,33.0,1.0,7.0,3400.0,2017,2,8.0
399,9.0,71.0,452.0,0.0,0.0,12.0,5.0,2.0,28.0,0.0,6.0,0.0,7.0,3.0,29.0,45.0,7.0,6.0,20800.0,2017,2,0.0
400,5.0,12.0,18.0,515.0,6.0,11.0,1.0,3.0,20.0,5.0,3.0,0.0,6.0,9.0,27.0,41.0,6.0,10.0,21900.0,2017,2,1.0
401,5.0,11.0,24.0,14.0,7.0,9.0,2.0,1.0,15.0,1.0,0.0,0.0,5.0,4.0,18.0,29.0,8.0,5.0,27500.0,2017,2,2.0
402,5.0,89.0,370.0,115.0,11.0,6.0,2.0,3.0,13.0,3.0,2.0,0.0,10.0,6.0,9.0,13.0,11.0,8.0,43100.0,2017,2,2.0
403,2.0,1.0,3.0,13.0,7.0,7.0,4.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,6.0,11.0,8.0,1.0,37100.0,2017,2,0.0
404,4.0,5.0,8.0,6.0,5.0,5.0,6.0,4.0,4.0,1.0,0.0,0.0,9.0,4.0,7.0,11.0,14.0,5.0,56800.0,2017,2,2.0
405,4.0,4.0,6.0,498.0,8.0,5.0,1.0,1.0,6.0,0.0,0.0,0.0,9.0,1.0,5.0,9.0,23.0,1.0,84500.0,2017,2,4.0
406,1.0,3.0,12.0,452.0,9.0,6.0,2.0,1.0,5.0,3.0,1.0,0.0,3.0,7.0,6.0,12.0,4.0,7.0,13900.0,2017,2,4.0
407,5.0,129.0,536.0,18.0,5.0,9.0,3.0,5.0,8.0,1.0,1.0,0.0,2.0,6.0,6.0,17.0,2.0,6.0,4900.0,2017,2,2.0
408,5.0,6.0,14.0,24.0,5.0,8.0,2.0,1.0,8.0,6.0,1.0,0.0,4.0,5.0,5.0,17.0,7.0,8.0,18100.0,2017,2,5.0
409,5.0,14.0,27.0,370.0,5.0,7.0,0.0,2.0,11.0,8.0,0.0,0.0,1.0,10.0,6.0,19.0,2.0,11.0,7100.0,2017,2,0.0
410,4.0,0.0,4.0,3.0,2.0,5.0,3.0,2.0,10.0,5.0,0.0,0.0,2.0,7.0,5.0,13.0,2.0,8.0,9300.0,2017,2,1.0
411,3.0,3.0,4.0,8.0,4.0,4.0,3.0,4.0,9.0,4.0,0.0,0.0,5.0,9.0,5.0,11.0,5.0,14.0,14800.0,2017,2,4.0
412,3.0,5.0,9.0,6.0,4.0,4.0,3.0,6.0,10.0,11.0,1.0,0.0,5.0,9.0,5.0,10.0,5.0,23.0,19100.0,2017,2,3.0
413,4.0,5.0,6.0,12.0,1.0,7.0,2.0,1.0,8.0,0.0,2.0,0.0,5.0,3.0,9.0,19.0,7.0,4.0,19000.0,2017,2,3.0
414,4.0,182.0,568.0,536.0,5.0,9.0,2.0,2.0,9.0,0.0,1.0,0.0,3.0,2.0,9.0,21.0,5.0,2.0,11400.0,2017,3,4.0
415,2.0,2.0,4.0,14.0,5.0,13.0,1.0,3.0,7.0,2.0,1.0,0.0,5.0,4.0,10.0,22.0,7.0,7.0,36600.0,2017,3,0.0
416,6.0,6.0,11.0,27.0,5.0,10.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,7.0,14.0,1.0,2.0,2000.0,2017,3,1.0
417,5.0,3.0,7.0,4.0,4.0,9.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,7.0,14.0,3.0,2.0,8400.0,2017,3,1.0
418,4.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,4.0,5.0,4.0,8.0,6.0,5.0,16100.0,2017,3,4.0
419,7.0,207.0,599.0,9.0,3.0,5.0,3.0,3.0,5.0,1.0,0.0,0.0,5.0,5.0,3.0,11.0,10.0,5.0,25300.0,2017,3,8.0
420,2.0,2.0,3.0,6.0,4.0,9.0,6.0,3.0,7.0,3.0,2.0,0.0,5.0,5.0,3.0,16.0,5.0,7.0,15700.0,2017,3,5.0
421,5.0,149.0,467.0,568.0,4.0,10.0,1.0,2.0,7.0,2.0,1.0,0.0,4.0,3.0,4.0,21.0,7.0,5.0,44900.0,2017,3,3.0
422,4.0,4.0,5.0,4.0,2.0,12.0,2.0,2.0,9.0,5.0,3.0,0.0,1.0,5.0,7.0,25.0,2.0,7.0,4000.0,2017,3,6.0
423,6.0,127.0,466.0,11.0,6.0,9.0,1.0,1.0,11.0,0.0,2.0,0.0,4.0,1.0,9.0,25.0,5.0,1.0,16700.0,2017,3,2.0
424,4.0,8.0,12.0,7.0,5.0,9.0,2.0,1.0,9.0,2.0,0.0,0.0,1.0,3.0,8.0,21.0,1.0,3.0,2500.0,2017,3,3.0
425,5.0,6.0,8.0,6.0,4.0,9.0,6.0,2.0,9.0,3.0,1.0,0.0,3.0,4.0,8.0,19.0,5.0,6.0,13700.0,2017,3,0.0
426,8.0,52.0,374.0,599.0,7.0,7.0,2.0,4.0,8.0,3.0,1.0,0.0,5.0,5.0,6.0,12.0,10.0,10.0,26000.0,2017,3,2.0
427,3.0,4.0,5.0,3.0,2.0,7.0,4.0,3.0,4.0,1.0,2.0,0.0,5.0,5.0,9.0,15.0,6.0,5.0,17000.0,2017,3,8.0
428,4.0,155.0,592.0,467.0,5.0,8.0,3.0,6.0,11.0,0.0,5.0,0.0,6.0,4.0,9.0,25.0,9.0,7.0,30050.0,2017,3,6.0
429,8.0,14.0,84.0,5.0,4.0,7.0,2.0,1.0,16.0,0.0,2.0,0.0,8.0,1.0,9.0,31.0,10.0,2.0,44500.0,2017,3,5.0
430,14.0,159.0,592.0,466.0,6.0,9.0,4.0,2.0,20.0,2.0,2.0,0.0,2.0,4.0,10.0,37.0,2.0,5.0,7900.0,2017,3,5.0
431,4.0,2.0,4.0,12.0,4.0,7.0,1.0,1.0,23.0,0.0,1.0,0.0,6.0,1.0,9.0,28.0,7.0,1.0,23300.0,2017,3,6.0
432,3.0,7.0,9.0,8.0,5.0,10.0,2.0,2.0,22.0,3.0,2.0,0.0,3.0,3.0,10.0,30.0,3.0,5.0,6900.0,2017,3,11.0
433,8.0,168.0,607.0,374.0,8.0,9.0,5.0,6.0,26.0,2.0,6.0,0.0,4.0,5.0,10.0,39.0,5.0,10.0,12300.0,2017,3,13.0
434,14.0,233.0,487.0,5.0,3.0,11.0,0.0,2.0,40.0,2.0,2.0,0.0,9.0,5.0,18.0,57.0,17.0,6.0,49650.0,2017,3,15.0
435,8.0,10.0,13.0,592.0,4.0,16.0,4.0,4.0,52.0,2.0,1.0,0.0,6.0,6.0,24.0,72.0,9.0,9.0,30900.0,2017,3,16.0
436,6.0,163.0,577.0,84.0,8.0,20.0,3.0,3.0,61.0,5.0,6.0,0.0,6.0,8.0,27.0,80.0,11.0,10.0,33700.0,2017,3,23.0
437,11.0,100.0,353.0,592.0,14.0,24.0,3.0,2.0,70.0,0.0,5.0,0.0,6.0,2.0,25.0,89.0,8.0,2.0,24100.0,2017,3,21.0
438,8.0,99.0,383.0,4.0,4.0,30.0,3.0,4.0,69.0,2.0,3.0,0.0,8.0,6.0,27.0,98.0,11.0,7.0,32800.0,2017,3,2.0
439,7.0,13.0,17.0,9.0,3.0,25.0,5.0,1.0,54.0,1.0,0.0,0.0,12.0,3.0,21.0,73.0,20.0,3.0,66900.0,2017,3,1.0
440,6.0,6.0,11.0,607.0,8.0,18.0,8.0,2.0,40.0,1.0,1.0,0.0,11.0,4.0,15.0,42.0,26.0,5.0,84900.0,2017,3,1.0
441,7.0,3.0,8.0,486.0,14.0,6.0,7.0,5.0,22.0,7.0,0.0,0.0,9.0,9.0,6.0,11.0,26.0,17.0,91900.0,2017,3,0.0
442,1.0,2.0,2.0,13.0,8.0,6.0,9.0,0.0,5.0,7.0,0.0,0.0,12.0,6.0,8.0,11.0,28.0,9.0,96000.0,2017,3,1.0
443,3.0,5.0,8.0,577.0,6.0,6.0,14.0,4.0,5.0,5.0,1.0,0.0,16.0,6.0,8.0,11.0,35.0,11.0,118400.0,2017,3,1.0
444,4.0,3.0,7.0,353.0,11.0,5.0,2.0,3.0,5.0,4.0,1.0,0.0,19.0,6.0,8.0,10.0,35.0,8.0,141300.0,2017,3,4.0
445,5.0,3.0,7.0,383.0,8.0,6.0,2.0,3.0,5.0,6.0,0.0,0.0,2.0,8.0,6.0,12.0,3.0,11.0,12600.0,2017,4,1.0
446,2.0,2.0,3.0,17.0,7.0,4.0,2.0,3.0,5.0,11.0,0.0,0.0,4.0,12.0,3.0,9.0,4.0,20.0,21200.0,2017,4,0.0
447,2.0,1.0,2.0,11.0,6.0,4.0,2.0,5.0,4.0,19.0,0.0,1.0,3.0,11.0,2.0,7.0,4.0,26.0,10800.0,2017,4,1.0
448,1.0,0.0,1.0,7.0,7.0,3.0,2.0,8.0,3.0,16.0,2.0,0.0,3.0,9.0,4.0,6.0,3.0,26.0,15800.0,2017,4,4.0
449,3.0,165.0,680.0,2.0,1.0,5.0,1.0,7.0,3.0,15.0,2.0,0.0,4.0,12.0,6.0,11.0,4.0,28.0,14800.0,2017,4,5.0
450,3.0,4.0,5.0,8.0,3.0,7.0,3.0,9.0,3.0,20.0,5.0,0.0,3.0,16.0,8.0,20.0,3.0,35.0,8000.0,2017,4,2.0
451,4.0,192.0,685.0,7.0,4.0,8.0,0.0,14.0,4.0,18.0,1.0,0.0,5.0,19.0,8.0,21.0,5.0,35.0,14600.0,2017,4,0.0
452,2.0,9.0,21.0,3.0,2.0,6.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,8.0,17.0,1.0,3.0,3400.0,2017,4,1.0
453,4.0,9.0,21.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,5.0,9.0,1.0,4.0,3200.0,2017,4,5.0
454,2.0,202.0,682.0,1.0,1.0,3.0,2.0,2.0,11.0,2.0,0.0,0.0,3.0,3.0,3.0,14.0,4.0,4.0,11900.0,2017,4,4.0
455,2.0,0.0,2.0,680.0,3.0,6.0,3.0,2.0,13.0,1.0,2.0,0.0,4.0,3.0,4.0,20.0,6.0,3.0,22300.0,2017,4,0.0
456,8.0,184.0,694.0,5.0,3.0,5.0,3.0,2.0,12.0,1.0,1.0,0.0,4.0,4.0,5.0,19.0,10.0,4.0,25500.0,2017,4,2.0
457,1.0,1.0,1.0,17.0,5.0,3.0,0.0,1.0,12.0,1.0,2.0,0.0,5.0,3.0,5.0,12.0,5.0,3.0,17400.0,2017,4,1.0
458,0.0,0.0,0.0,21.0,4.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,2.0,5.0,6700.0,2017,4,4.0
459,1.0,1.0,1.0,682.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,9.0,2.0,1.0,5900.0,2017,4,4.0
460,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,5.0,0.0,0.0,0.0,8.0,1.0,0.0,10.0,10.0,1.0,32600.0,2017,4,8.0
461,3.0,177.0,708.0,694.0,8.0,5.0,0.0,2.0,10.0,0.0,2.0,0.0,5.0,3.0,1.0,19.0,8.0,4.0,24000.0,2017,4,1.0
462,2.0,18.0,51.0,241.0,2.0,6.0,0.0,2.0,12.0,2.0,0.0,1.0,1.0,4.0,4.0,18.0,1.0,6.0,2700.0,2017,4,3.0
463,3.0,149.0,682.0,1.0,1.0,6.0,1.0,3.0,13.0,1.0,1.0,0.0,3.0,4.0,6.0,20.0,3.0,10.0,7600.0,2017,4,1.0
464,2.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,11.0,1.0,1.0,0.0,1.0,5.0,6.0,12.0,1.0,5.0,2400.0,2017,4,2.0
465,3.0,2.0,4.0,0.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,4.0,2.0,7.0,14.0,5.0,2.0,12900.0,2017,4,1.0
466,4.0,3.0,14.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,3.0,0.0,3.0,2.0,8.0,12.0,4.0,2.0,10200.0,2017,4,3.0
467,7.0,193.0,702.0,1.0,1.0,8.0,2.0,2.0,3.0,8.0,0.0,0.0,6.0,8.0,9.0,15.0,10.0,10.0,29500.0,2017,4,5.0
468,2.0,2.0,3.0,708.0,3.0,6.0,2.0,3.0,7.0,3.0,0.0,0.0,3.0,5.0,6.0,15.0,4.0,8.0,10000.0,2017,4,3.0
